condition_id,agent_type,agent_label,task_id,task_type,server,execution_mode,server_load_level,servers,repetition,model_id,temperature,success,error,input_tokens,output_tokens,total_tokens,total_latency_ms,tool_call_count,tool_call_success_count,tool_call_success_rate,tool_selection_correctness,task_success,task_grade,response_length,trace_event_count,completed_at
A2_T2-MCP-3_maximal_r1,code_mode,A2,T2-MCP-3,T2,nutrition,MCP,maximal,nutrition;cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11062,1139,12201,21202.031426946636,3,3,1.0,1.0,True,1.0,1209,10,2026-03-24T22:15:13.916486+00:00
A4_T2-MCP-3_minimal_r1,multi_agent_code,A4,T2-MCP-3,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9314,1465,10779,28536.075555020943,4,4,1.0,1.0,True,1.0,1069,16,2026-03-24T22:15:52.459776+00:00
A4_T2-MCP-3_moderate_r1,multi_agent_code,A4,T2-MCP-3,T2,nutrition,MCP,moderate,nutrition;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9594,1452,11046,25397.49934396241,4,4,1.0,1.0,True,1.0,1040,16,2026-03-24T22:16:28.343175+00:00
A4_T2-MCP-3_maximal_r1,multi_agent_code,A4,T2-MCP-3,T2,nutrition,MCP,maximal,nutrition;cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9792,1420,11212,26202.89001299534,4,4,1.0,1.0,True,1.0,1021,16,2026-03-24T22:17:06.079198+00:00
A2_T2-MCP-4_minimal_r1,code_mode,A2,T2-MCP-4,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9000,931,9931,17533.9606750058,3,3,1.0,1.0,False,0.7,787,10,2026-03-24T22:17:32.678844+00:00
A2_T2-MCP-4_moderate_r1,code_mode,A2,T2-MCP-4,T2,nutrition,MCP,moderate,nutrition;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10671,1027,11698,18953.9376340108,3,3,1.0,1.0,True,0.95,1010,10,2026-03-24T22:18:00.959493+00:00
A2_T2-MCP-4_maximal_r1,code_mode,A2,T2-MCP-4,T2,nutrition,MCP,maximal,nutrition;cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10719,965,11684,18881.22280093376,3,3,1.0,1.0,False,0.7,780,10,2026-03-24T22:18:29.344343+00:00
A4_T2-MCP-4_minimal_r1,multi_agent_code,A4,T2-MCP-4,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11018,2259,13277,36130.1794750616,4,4,1.0,1.0,True,0.95,1140,16,2026-03-24T22:19:15.567204+00:00
A4_T2-MCP-4_moderate_r1,multi_agent_code,A4,T2-MCP-4,T2,nutrition,MCP,moderate,nutrition;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10187,1536,11723,27926.37363797985,4,4,1.0,1.0,True,0.95,693,16,2026-03-24T22:19:54.704394+00:00
A4_T2-MCP-4_maximal_r1,multi_agent_code,A4,T2-MCP-4,T2,nutrition,MCP,maximal,nutrition;cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10503,1589,12092,26995.66567805596,4,4,1.0,1.0,False,0.7,719,16,2026-03-24T22:20:33.111879+00:00
A2_T2-MCP-5_minimal_r1,code_mode,A2,T2-MCP-5,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8181,785,8966,15401.670341030696,3,3,1.0,1.0,True,1.0,346,10,2026-03-24T22:20:58.415953+00:00
A2_T2-MCP-5_moderate_r1,code_mode,A2,T2-MCP-5,T2,nutrition,MCP,moderate,nutrition;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9798,767,10565,15481.747673940845,3,3,1.0,1.0,True,1.0,347,10,2026-03-24T22:21:23.190286+00:00
A2_T2-MCP-5_maximal_r1,code_mode,A2,T2-MCP-5,T2,nutrition,MCP,maximal,nutrition;cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9847,831,10678,16969.65242503211,3,3,1.0,1.0,True,1.0,497,10,2026-03-24T22:21:49.474057+00:00
A4_T2-MCP-5_minimal_r1,multi_agent_code,A4,T2-MCP-5,T2,nutrition,MCP,minimal,nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8903,1083,9986,20836.68880094774,4,4,1.0,1.0,True,1.0,453,16,2026-03-24T22:22:19.652711+00:00
A4_T2-MCP-5_moderate_r1,multi_agent_code,A4,T2-MCP-5,T2,nutrition,MCP,moderate,nutrition;cocktails;devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9367,1327,10694,24513.224927941337,4,4,1.0,1.0,True,1.0,704,16,2026-03-24T22:22:54.124283+00:00
A4_T2-MCP-5_maximal_r1,multi_agent_code,A4,T2-MCP-5,T2,nutrition,MCP,maximal,nutrition;cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9272,1013,10285,21581.87980100047,4,4,1.0,1.0,True,1.0,347,16,2026-03-24T22:23:26.797984+00:00
A2_T3-MCP-1_minimal_r1,code_mode,A2,T3-MCP-1,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8427,446,8873,13640.163297997788,3,3,1.0,1.0,True,1.0,415,10,2026-03-24T22:24:05.092991+00:00
A2_T3-MCP-1_moderate_r1,code_mode,A2,T3-MCP-1,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8499,366,8865,24291.818678029813,3,3,1.0,1.0,False,0.5,266,10,2026-03-24T22:24:39.254900+00:00
A2_T3-MCP-1_maximal_r1,code_mode,A2,T3-MCP-1,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8721,401,9122,10424.366295919754,3,3,1.0,1.0,True,1.0,331,10,2026-03-24T22:24:58.319681+00:00
A4_T3-MCP-1_minimal_r1,multi_agent_code,A4,T3-MCP-1,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8987,598,9585,15208.248130977154,4,4,1.0,1.0,True,1.0,258,16,2026-03-24T22:25:22.235109+00:00
A4_T3-MCP-1_moderate_r1,multi_agent_code,A4,T3-MCP-1,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9359,623,9982,18147.948925034143,4,4,1.0,1.0,True,1.0,288,16,2026-03-24T22:25:50.646125+00:00
A4_T3-MCP-1_maximal_r1,multi_agent_code,A4,T3-MCP-1,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9517,573,10090,15678.772381972522,4,4,1.0,1.0,True,1.0,57,16,2026-03-24T22:26:17.310481+00:00
A2_T3-MCP-2_minimal_r1,code_mode,A2,T3-MCP-2,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8382,413,8795,10604.472587932833,3,3,1.0,1.0,True,1.0,367,10,2026-03-24T22:26:37.580409+00:00
A2_T3-MCP-2_moderate_r1,code_mode,A2,T3-MCP-2,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8552,463,9015,10628.055588924326,3,3,1.0,1.0,True,1.0,402,10,2026-03-24T22:26:56.691123+00:00
A2_T3-MCP-2_maximal_r1,code_mode,A2,T3-MCP-2,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8718,471,9189,10491.950336960144,3,3,1.0,1.0,True,1.0,399,10,2026-03-24T22:27:15.885826+00:00
A4_T3-MCP-2_minimal_r1,multi_agent_code,A4,T3-MCP-2,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9019,658,9677,15714.486047974788,4,4,1.0,1.0,True,1.0,272,16,2026-03-24T22:27:40.184821+00:00
A4_T3-MCP-2_moderate_r1,multi_agent_code,A4,T3-MCP-2,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9377,714,10091,15982.335465960205,4,4,1.0,1.0,True,1.0,385,16,2026-03-24T22:28:05.889958+00:00
A4_T3-MCP-2_maximal_r1,multi_agent_code,A4,T3-MCP-2,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9511,697,10208,15342.823673970996,4,4,1.0,1.0,True,1.0,403,16,2026-03-24T22:28:31.770121+00:00
A2_T3-MCP-3_minimal_r1,code_mode,A2,T3-MCP-3,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8224,336,8560,9859.266463085078,3,3,1.0,1.0,True,1.0,160,10,2026-03-24T22:28:50.572728+00:00
A2_T3-MCP-3_moderate_r1,code_mode,A2,T3-MCP-3,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8384,387,8771,19269.43450793624,3,3,1.0,1.0,True,1.0,357,10,2026-03-24T22:29:18.744890+00:00
A2_T3-MCP-3_maximal_r1,code_mode,A2,T3-MCP-3,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8533,338,8871,9927.545671002008,3,3,1.0,1.0,True,1.0,160,10,2026-03-24T22:29:37.947074+00:00
A4_T3-MCP-3_minimal_r1,multi_agent_code,A4,T3-MCP-3,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8839,590,9429,15376.852799090557,4,4,1.0,1.0,True,1.0,153,16,2026-03-24T22:30:02.232457+00:00
A4_T3-MCP-3_moderate_r1,multi_agent_code,A4,T3-MCP-3,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9205,596,9801,13999.663798953408,4,4,1.0,1.0,True,1.0,137,16,2026-03-24T22:30:25.854904+00:00
A4_T3-MCP-3_maximal_r1,multi_agent_code,A4,T3-MCP-3,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9348,583,9931,13905.414214008488,4,4,1.0,1.0,True,1.0,155,16,2026-03-24T22:30:49.796367+00:00
A2_T3-MCP-4_minimal_r1,code_mode,A2,T3-MCP-4,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8334,394,8728,9663.03379589226,3,3,1.0,1.0,True,1.0,218,10,2026-03-24T22:31:08.090451+00:00
A2_T3-MCP-4_moderate_r1,code_mode,A2,T3-MCP-4,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8530,405,8935,9497.523504891433,3,3,1.0,1.0,True,1.0,186,10,2026-03-24T22:31:25.434130+00:00
A2_T3-MCP-4_maximal_r1,code_mode,A2,T3-MCP-4,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8672,401,9073,10724.903045920655,3,3,1.0,1.0,True,1.0,186,10,2026-03-24T22:31:44.517381+00:00
A4_T3-MCP-4_minimal_r1,multi_agent_code,A4,T3-MCP-4,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8968,599,9567,15222.585548995994,4,4,1.0,1.0,True,1.0,236,16,2026-03-24T22:32:08.695454+00:00
A4_T3-MCP-4_moderate_r1,multi_agent_code,A4,T3-MCP-4,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9303,626,9929,14971.72179899644,4,4,1.0,1.0,True,1.0,210,16,2026-03-24T22:32:33.281669+00:00
A4_T3-MCP-4_maximal_r1,multi_agent_code,A4,T3-MCP-4,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9506,674,10180,15674.760882975534,4,4,1.0,1.0,True,1.0,214,16,2026-03-24T22:32:58.880926+00:00
A2_T3-MCP-5_minimal_r1,code_mode,A2,T3-MCP-5,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8480,396,8876,9298.198377946392,3,3,1.0,1.0,True,1.0,195,10,2026-03-24T22:33:16.062495+00:00
A2_T3-MCP-5_moderate_r1,code_mode,A2,T3-MCP-5,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8600,344,8944,8881.973171024583,3,3,1.0,1.0,True,1.0,65,10,2026-03-24T22:33:33.038240+00:00
A2_T3-MCP-6_moderate_r1,code_mode,A2,T3-MCP-6,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8492,402,8894,9898.57929595746,3,3,1.0,1.0,True,1.0,321,10,2026-03-24T22:35:18.886916+00:00
A2_T3-MCP-6_maximal_r1,code_mode,A2,T3-MCP-6,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8619,416,9035,10962.945047067478,3,3,1.0,1.0,True,1.0,317,10,2026-03-24T22:35:37.402762+00:00
A4_T3-MCP-6_minimal_r1,multi_agent_code,A4,T3-MCP-6,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8927,609,9536,15985.932131996378,4,4,1.0,1.0,True,1.0,303,16,2026-03-24T22:36:01.486576+00:00
A4_T3-MCP-6_moderate_r1,multi_agent_code,A4,T3-MCP-6,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9266,634,9900,16023.884591064416,4,4,1.0,1.0,True,1.0,326,16,2026-03-24T22:36:27.237518+00:00
A4_T3-MCP-6_maximal_r1,multi_agent_code,A4,T3-MCP-6,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9514,679,10193,16068.912090966478,4,4,1.0,1.0,True,1.0,306,16,2026-03-24T22:36:53.112612+00:00
A2_T3-MCP-7_minimal_r1,code_mode,A2,T3-MCP-7,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8687,441,9128,10945.165713084862,3,3,1.0,1.0,True,1.0,213,10,2026-03-24T22:37:12.516612+00:00
A2_T3-MCP-7_moderate_r1,code_mode,A2,T3-MCP-7,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8816,456,9272,11306.49904697202,3,3,1.0,1.0,True,1.0,300,10,2026-03-24T22:37:31.909871+00:00
A2_T3-MCP-7_maximal_r1,code_mode,A2,T3-MCP-7,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8972,471,9443,12357.276797993109,3,3,1.0,1.0,True,1.0,339,10,2026-03-24T22:37:52.323298+00:00
A4_T3-MCP-7_minimal_r1,multi_agent_code,A4,T3-MCP-7,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9512,726,10238,16940.91375696007,4,4,1.0,1.0,True,1.0,155,16,2026-03-24T22:38:17.561495+00:00
A4_T3-MCP-7_moderate_r1,multi_agent_code,A4,T3-MCP-7,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9837,740,10577,16347.905133035963,4,4,1.0,1.0,True,1.0,153,16,2026-03-24T22:38:43.163882+00:00
A4_T3-MCP-7_maximal_r1,multi_agent_code,A4,T3-MCP-7,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9977,702,10679,17105.269633000717,4,4,1.0,1.0,True,1.0,140,16,2026-03-24T22:39:09.634771+00:00
A2_T3-MCP-8_minimal_r1,code_mode,A2,T3-MCP-8,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8938,667,9605,14993.85038309265,3,3,1.0,1.0,True,1.0,414,10,2026-03-24T22:39:32.979831+00:00
A2_T3-MCP-8_moderate_r1,code_mode,A2,T3-MCP-8,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9149,729,9878,17357.809092034586,3,3,1.0,1.0,True,1.0,540,10,2026-03-24T22:39:59.292365+00:00
A2_T3-MCP-8_maximal_r1,code_mode,A2,T3-MCP-8,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9298,704,10002,15047.754339990206,3,3,1.0,1.0,True,1.0,401,10,2026-03-24T22:40:22.891870+00:00
A4_T3-MCP-8_minimal_r1,multi_agent_code,A4,T3-MCP-8,T3,devtoolkit,MCP,minimal,devtoolkit,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9676,925,10601,19994.467217009515,4,4,1.0,1.0,True,1.0,326,16,2026-03-24T22:40:51.610595+00:00
A4_T3-MCP-8_moderate_r1,multi_agent_code,A4,T3-MCP-8,T3,devtoolkit,MCP,moderate,devtoolkit;cocktails;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10010,920,10930,19319.20354999602,4,4,1.0,1.0,True,1.0,371,16,2026-03-24T22:41:20.316379+00:00
A4_T3-MCP-8_maximal_r1,multi_agent_code,A4,T3-MCP-8,T3,devtoolkit,MCP,maximal,devtoolkit;cocktails;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10204,976,11180,42135.93056006357,4,4,1.0,1.0,True,1.0,394,16,2026-03-24T22:42:12.343199+00:00
A2_T1-MCP-1_minimal_r1,code_mode,A2,T1-MCP-1,T1,cocktails,MCP,minimal,cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10429,1105,11534,19611.98163300287,3,3,1.0,1.0,True,1.0,1530,10,2026-03-24T22:42:40.960873+00:00
A2_T1-MCP-1_moderate_r1,code_mode,A2,T1-MCP-1,T1,cocktails,MCP,moderate,cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,12405,909,13314,17868.408676004037,3,3,1.0,1.0,True,1.0,1770,10,2026-03-24T22:43:07.473722+00:00
A2_T1-MCP-1_maximal_r1,code_mode,A2,T1-MCP-1,T1,cocktails,MCP,maximal,cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,12728,1107,13835,20045.90621800162,3,3,1.0,1.0,True,1.0,1867,10,2026-03-24T22:43:36.174238+00:00
A4_T1-MCP-1_minimal_r1,multi_agent_code,A4,T1-MCP-1,T1,cocktails,MCP,minimal,cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9437,1158,10595,21401.36580192484,4,4,1.0,1.0,True,1.0,821,16,2026-03-24T22:44:06.065793+00:00
A4_T1-MCP-1_moderate_r1,multi_agent_code,A4,T1-MCP-1,T1,cocktails,MCP,moderate,cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9840,1234,11074,22284.053218900222,4,4,1.0,1.0,True,1.0,757,16,2026-03-24T22:44:38.115423+00:00
A4_T1-MCP-1_maximal_r1,multi_agent_code,A4,T1-MCP-1,T1,cocktails,MCP,maximal,cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9877,1228,11105,21732.22101002466,4,4,1.0,1.0,True,1.0,958,16,2026-03-24T22:45:10.059045+00:00
A2_T1-MCP-2_minimal_r1,code_mode,A2,T1-MCP-2,T1,cocktails,MCP,minimal,cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9496,1295,10791,21930.25251000654,3,3,1.0,1.0,True,1.0,1998,10,2026-03-24T22:45:40.794654+00:00
A2_T1-MCP-2_moderate_r1,code_mode,A2,T1-MCP-2,T1,cocktails,MCP,moderate,cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11107,1311,12418,20703.2283419976,3,3,1.0,1.0,True,1.0,1940,10,2026-03-24T22:46:10.387974+00:00
A2_T1-MCP-2_maximal_r1,code_mode,A2,T1-MCP-2,T1,cocktails,MCP,maximal,cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11001,1291,12292,20818.14425904304,3,3,1.0,1.0,True,1.0,1899,10,2026-03-24T22:46:39.933659+00:00
A4_T1-MCP-2_minimal_r1,multi_agent_code,A4,T1-MCP-2,T1,cocktails,MCP,minimal,cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11699,2223,13922,34037.7916819416,4,4,1.0,1.0,True,1.0,1953,16,2026-03-24T22:47:22.349143+00:00
A4_T1-MCP-2_moderate_r1,multi_agent_code,A4,T1-MCP-2,T1,cocktails,MCP,moderate,cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11822,2207,14029,36224.68630899675,4,4,1.0,1.0,True,1.0,1948,16,2026-03-24T22:48:09.271634+00:00
A4_T1-MCP-2_maximal_r1,multi_agent_code,A4,T1-MCP-2,T1,cocktails,MCP,maximal,cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,11974,2201,14175,33288.76984806266,4,4,1.0,1.0,True,1.0,1956,16,2026-03-24T22:48:52.943955+00:00
A2_T1-MCP-3_minimal_r1,code_mode,A2,T1-MCP-3,T1,cocktails,MCP,minimal,cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,7993,742,8735,15018.434257013723,3,3,1.0,1.0,False,0.7,471,10,2026-03-24T22:49:15.823186+00:00
A2_T1-MCP-3_moderate_r1,code_mode,A2,T1-MCP-3,T1,cocktails,MCP,moderate,cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9630,859,10489,19161.03896708228,3,3,1.0,1.0,True,1.0,913,10,2026-03-24T22:49:42.921754+00:00
A2_T1-MCP-3_maximal_r1,code_mode,A2,T1-MCP-3,T1,cocktails,MCP,maximal,cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9553,698,10251,15602.1882990608,3,3,1.0,1.0,True,0.9,736,10,2026-03-24T22:50:06.438946+00:00
A4_T1-MCP-3_minimal_r1,multi_agent_code,A4,T1-MCP-3,T1,cocktails,MCP,minimal,cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8513,975,9488,20087.1166769648,4,4,1.0,1.0,True,1.0,465,16,2026-03-24T22:50:34.121163+00:00
A4_T1-MCP-3_moderate_r1,multi_agent_code,A4,T1-MCP-3,T1,cocktails,MCP,moderate,cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,8964,1044,10008,20375.466051977128,4,4,1.0,1.0,True,1.0,515,16,2026-03-24T22:51:04.065991+00:00
A4_T1-MCP-3_maximal_r1,multi_agent_code,A4,T1-MCP-3,T1,cocktails,MCP,maximal,cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,9132,1051,10183,22883.403053041548,4,4,1.0,1.0,True,1.0,491,16,2026-03-24T22:51:36.305347+00:00
A2_T2-MCP-4_minimal_r1,code_mode,A2,T2-MCP-4,T2,cocktails,MCP,minimal,cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,20506,2446,22952,50871.16827396676,5,5,1.0,1.0,True,1.0,1258,16,2026-03-24T22:52:36.529705+00:00
A2_T2-MCP-4_moderate_r1,code_mode,A2,T2-MCP-4,T2,cocktails,MCP,moderate,cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,28331,2223,30554,42455.31964499969,5,5,1.0,1.0,True,1.0,1539,16,2026-03-24T22:53:27.762028+00:00
A2_T2-MCP-4_maximal_r1,code_mode,A2,T2-MCP-4,T2,cocktails,MCP,maximal,cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,21892,2123,24015,43155.60131100938,5,5,1.0,1.0,True,1.0,1416,16,2026-03-24T22:54:20.510432+00:00
A4_T2-MCP-4_minimal_r1,multi_agent_code,A4,T2-MCP-4,T2,cocktails,MCP,minimal,cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,22755,3181,25936,54427.670108038,6,6,1.0,1.0,True,1.0,1026,22,2026-03-24T22:55:24.611382+00:00
A4_T2-MCP-4_moderate_r1,multi_agent_code,A4,T2-MCP-4,T2,cocktails,MCP,moderate,cocktails;devtoolkit;morse,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,28696,2900,31596,53763.48956604488,6,6,1.0,1.0,True,1.0,1203,22,2026-03-24T22:56:29.298508+00:00
A4_T2-MCP-4_maximal_r1,multi_agent_code,A4,T2-MCP-4,T2,cocktails,MCP,maximal,cocktails;devtoolkit;morse;nutrition,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,32920,3051,35971,51957.95019099023,6,6,1.0,1.0,True,1.0,1190,22,2026-03-24T22:57:32.578902+00:00
A2_T2-MCP-5_minimal_r1,code_mode,A2,T2-MCP-5,T2,cocktails,MCP,minimal,cocktails,1,us.anthropic.claude-3-7-sonnet-20250219-v1:0,0.2,True,,10441,997,11438,19507.083842996508,3,3,1.0,1.0,True,1.0,745,10,2026-03-24T22:58:02.045263+00:00
